month,drug_id,therapy_area,formulary_tier,pharmacy_type,rx_count,total_cost,member_copay,plan_paid,unique_members
2023-01,DRG020,Oncology,5,Retail,2,38704.12,23222.47,15481.65,2
2023-01,DRG020,Oncology,5,Specialty,3,58445.4,35067.23,23378.17,3
2023-02,DRG001,Immunology,4,Mail Order,1,6511.19,2930.04,3581.15,1
2023-02,DRG001,Immunology,4,Retail,2,12863.87,5788.74,7075.13,2
2023-02,DRG001,Immunology,4,Specialty,1,6610.83,2974.87,3635.96,1
2023-02,DRG002,Immunology,4,Specialty,4,23325.07,10496.28,12828.79,4
2023-02,DRG003,Cardiology,1,Retail,1,25.17,2.52,22.65,1
2023-02,DRG004,Cardiology,2,Mail Order,3,128.97,25.8,103.17,3
2023-02,DRG004,Cardiology,2,Retail,2,71.48,14.29,57.19,2
2023-02,DRG004,Cardiology,2,Specialty,3,109.31,21.85,87.46,3
2023-02,DRG005,Diabetes,1,Mail Order,1,8.03,0.8,7.23,1
2023-02,DRG005,Diabetes,1,Specialty,3,24.01,2.4,21.61,3
2023-02,DRG006,Diabetes,3,Retail,2,414.22,124.27,289.95,2
2023-02,DRG006,Diabetes,3,Specialty,3,585.95,175.78,410.17,3
2023-02,DRG007,Diabetes,3,Mail Order,1,2539.61,761.88,1777.73,1
2023-02,DRG007,Diabetes,3,Retail,4,5931.06,1779.32,4151.74,4
2023-02,DRG007,Diabetes,3,Specialty,4,8413.07,2523.91,5889.16,4
2023-02,DRG008,Oncology,5,Mail Order,2,43727.22,26236.33,17490.89,2
2023-02,DRG008,Oncology,5,Retail,2,44135.11,26481.07,17654.04,2
2023-02,DRG008,Oncology,5,Specialty,2,45174.63,27104.78,18069.85,2
2023-02,DRG009,Cardiology,2,Mail Order,4,1170.95,234.19,936.76,4
2023-02,DRG009,Cardiology,2,Retail,3,1176.77,235.35,941.42,3
2023-02,DRG009,Cardiology,2,Specialty,3,441.05,88.21,352.84,3
2023-02,DRG010,Cardiology,2,Mail Order,1,139.89,27.98,111.91,1
2023-02,DRG010,Cardiology,2,Retail,1,431.44,86.29,345.15,1
2023-02,DRG010,Cardiology,2,Specialty,2,679.51,135.91,543.6,2
2023-02,DRG011,Pulmonology,2,Retail,2,372.95,74.59,298.36,2
2023-02,DRG011,Pulmonology,2,Specialty,1,92.41,18.48,73.93,1
2023-02,DRG012,Pulmonology,2,Mail Order,3,445.92,89.18,356.74,3
2023-02,DRG012,Pulmonology,2,Retail,3,454.89,90.99,363.9,3
2023-02,DRG013,Dermatology,4,Mail Order,2,36826.73,16572.03,20254.7,2
2023-02,DRG013,Dermatology,4,Retail,1,18213.73,8196.18,10017.55,1
2023-02,DRG013,Dermatology,4,Specialty,2,37120.77,16704.35,20416.42,2
2023-02,DRG014,Dermatology,4,Mail Order,4,12357.96,5561.09,6796.87,4
2023-02,DRG015,Neurology,4,Mail Order,2,16909.29,7609.18,9300.11,2
2023-02,DRG015,Neurology,4,Retail,1,7861.03,3537.46,4323.57,1
2023-02,DRG015,Neurology,4,Specialty,2,15817.88,7118.04,8699.84,2
2023-02,DRG016,Cardiology,1,Mail Order,2,6.01,0.6,5.41,2
2023-02,DRG016,Cardiology,1,Retail,2,8.92,0.89,8.03,2
2023-02,DRG016,Cardiology,1,Specialty,2,17.93,1.79,16.14,2
2023-02,DRG017,Cardiology,1,Mail Order,1,3.92,0.39,3.53,1
2023-02,DRG017,Cardiology,1,Retail,2,16.64,1.66,14.98,2
2023-02,DRG017,Cardiology,1,Specialty,2,23.65,2.36,21.29,2
2023-02,DRG018,Gastroenterology,1,Mail Order,5,59.92,5.99,53.93,5
2023-02,DRG018,Gastroenterology,1,Retail,2,23.59,2.36,21.23,2
2023-02,DRG018,Gastroenterology,1,Specialty,1,18.27,1.83,16.44,1
2023-02,DRG019,Gastroenterology,2,Mail Order,5,443.24,88.65,354.59,5
2023-02,DRG019,Gastroenterology,2,Specialty,3,271.06,54.21,216.85,3
2023-02,DRG020,Oncology,5,Mail Order,5,92442.02,55465.2,36976.82,5
2023-02,DRG020,Oncology,5,Retail,3,57328.79,34397.27,22931.52,3
2023-02,DRG020,Oncology,5,Specialty,3,55812.81,33487.68,22325.13,3
2023-03,DRG001,Immunology,4,Mail Order,1,6607.07,2973.18,3633.89,1
2023-03,DRG001,Immunology,4,Retail,4,25907.71,11658.47,14249.24,4
2023-03,DRG001,Immunology,4,Specialty,5,32552.67,14648.71,17903.96,5
2023-03,DRG002,Immunology,4,Mail Order,2,11661.97,5247.88,6414.09,2
2023-03,DRG002,Immunology,4,Retail,3,16930.89,7618.89,9312.0,3
2023-03,DRG002,Immunology,4,Specialty,2,11621.42,5229.64,6391.78,2
2023-03,DRG003,Cardiology,1,Mail Order,3,84.13,8.41,75.72,3
2023-03,DRG003,Cardiology,1,Retail,1,35.52,3.55,31.97,1
2023-03,DRG003,Cardiology,1,Specialty,2,47.65,4.77,42.88,2
2023-03,DRG004,Cardiology,2,Mail Order,4,159.88,31.98,127.9,4
2023-03,DRG004,Cardiology,2,Specialty,1,34.41,6.88,27.53,1
2023-03,DRG005,Diabetes,1,Mail Order,2,24.92,2.5,22.42,2
2023-03,DRG005,Diabetes,1,Retail,3,15.68,1.56,14.12,3
2023-03,DRG005,Diabetes,1,Specialty,4,24.24,2.43,21.81,4
2023-03,DRG006,Diabetes,3,Mail Order,3,677.04,203.11,473.93,3
2023-03,DRG006,Diabetes,3,Retail,1,83.82,25.15,58.67,1
2023-03,DRG006,Diabetes,3,Specialty,5,1098.74,329.62,769.12,5
2023-03,DRG007,Diabetes,3,Retail,2,5169.95,1550.99,3618.96,2
2023-03,DRG007,Diabetes,3,Specialty,4,7001.49,2100.45,4901.04,4
2023-03,DRG008,Oncology,5,Mail Order,2,43958.62,26375.17,17583.45,2
2023-03,DRG008,Oncology,5,Retail,4,88921.88,53353.13,35568.75,4
2023-03,DRG009,Cardiology,2,Mail Order,3,735.36,147.07,588.29,3
2023-03,DRG009,Cardiology,2,Retail,3,726.02,145.2,580.82,3
2023-03,DRG009,Cardiology,2,Specialty,7,2452.14,490.43,1961.71,7
2023-03,DRG010,Cardiology,2,Mail Order,4,1392.22,278.45,1113.77,4
2023-03,DRG010,Cardiology,2,Retail,4,852.75,170.54,682.21,4
2023-03,DRG010,Cardiology,2,Specialty,1,268.39,53.68,214.71,1
2023-03,DRG011,Pulmonology,2,Retail,4,651.62,130.31,521.31,4
2023-03,DRG011,Pulmonology,2,Specialty,3,655.85,131.18,524.67,3
2023-03,DRG012,Pulmonology,2,Retail,4,978.82,195.77,783.05,4
2023-03,DRG012,Pulmonology,2,Specialty,2,184.51,36.9,147.61,2
2023-03,DRG013,Dermatology,4,Mail Order,3,52700.5,23715.23,28985.27,3
2023-03,DRG013,Dermatology,4,Retail,3,52709.45,23719.26,28990.19,3
2023-03,DRG013,Dermatology,4,Specialty,4,71761.37,32292.63,39468.74,4
2023-03,DRG014,Dermatology,4,Mail Order,2,6559.18,2951.63,3607.55,2
2023-03,DRG014,Dermatology,4,Retail,4,12657.85,5696.04,6961.81,4
2023-03,DRG014,Dermatology,4,Specialty,3,9484.21,4267.9,5216.31,3
2023-03,DRG015,Neurology,4,Mail Order,4,31794.31,14307.45,17486.86,4
2023-03,DRG015,Neurology,4,Retail,2,16504.71,7427.12,9077.59,2
2023-03,DRG015,Neurology,4,Specialty,1,7751.43,3488.14,4263.29,1
2023-03,DRG016,Cardiology,1,Mail Order,2,11.73,1.17,10.56,2
2023-03,DRG016,Cardiology,1,Retail,3,24.1,2.42,21.68,3
2023-03,DRG016,Cardiology,1,Specialty,4,33.08,3.31,29.77,4
2023-03,DRG017,Cardiology,1,Mail Order,3,15.94,1.6,14.34,3
2023-03,DRG017,Cardiology,1,Retail,2,15.87,1.59,14.28,2
2023-03,DRG017,Cardiology,1,Specialty,4,23.07,2.31,20.76,4
2023-03,DRG018,Gastroenterology,1,Mail Order,2,24.57,2.45,22.12,2
2023-03,DRG018,Gastroenterology,1,Retail,4,54.07,5.41,48.66,4
2023-03,DRG018,Gastroenterology,1,Specialty,4,41.63,4.16,37.47,4
2023-03,DRG019,Gastroenterology,2,Mail Order,1,133.59,26.72,106.87,1
2023-03,DRG019,Gastroenterology,2,Retail,6,594.47,118.9,475.57,6
2023-03,DRG019,Gastroenterology,2,Specialty,4,366.01,73.21,292.8,4
2023-03,DRG020,Oncology,5,Mail Order,1,18783.25,11269.95,7513.3,1
2023-03,DRG020,Oncology,5,Retail,4,75736.91,45442.15,30294.76,4
2023-03,DRG020,Oncology,5,Specialty,3,56042.8,33625.68,22417.12,3
2023-04,DRG001,Immunology,4,Mail Order,3,19849.39,8932.23,10917.16,3
2023-04,DRG002,Immunology,4,Retail,2,11651.83,5243.32,6408.51,2
2023-04,DRG002,Immunology,4,Specialty,3,17661.12,7947.51,9713.61,3
2023-04,DRG003,Cardiology,1,Mail Order,1,34.53,3.45,31.08,1
2023-04,DRG003,Cardiology,1,Retail,1,11.71,1.17,10.54,1
2023-04,DRG003,Cardiology,1,Specialty,1,11.73,1.17,10.56,1
2023-04,DRG004,Cardiology,2,Mail Order,4,104.11,20.82,83.29,4
2023-04,DRG004,Cardiology,2,Retail,3,129.86,25.97,103.89,3
2023-04,DRG004,Cardiology,2,Specialty,1,34.35,6.87,27.48,1
2023-04,DRG005,Diabetes,1,Mail Order,1,4.08,0.41,3.67,1
2023-04,DRG005,Diabetes,1,Retail,2,15.78,1.58,14.2,2
2023-04,DRG005,Diabetes,1,Specialty,1,11.66,1.17,10.49,1
2023-04,DRG006,Diabetes,3,Mail Order,1,254.56,76.37,178.19,1
2023-04,DRG006,Diabetes,3,Retail,4,490.22,147.07,343.15,4
2023-04,DRG006,Diabetes,3,Specialty,1,87.91,26.37,61.54,1
2023-04,DRG007,Diabetes,3,Mail Order,2,3323.98,997.19,2326.79,2
2023-04,DRG007,Diabetes,3,Retail,1,875.03,262.51,612.52,1
2023-04,DRG007,Diabetes,3,Specialty,3,4271.58,1281.47,2990.11,3
2023-04,DRG008,Oncology,5,Mail Order,3,66557.7,39934.62,26623.08,3
2023-04,DRG008,Oncology,5,Retail,1,21906.44,13143.86,8762.58,1
2023-04,DRG008,Oncology,5,Specialty,2,45253.62,27152.18,18101.44,2
2023-04,DRG009,Cardiology,2,Mail Order,2,449.39,89.87,359.52,2
2023-04,DRG009,Cardiology,2,Retail,1,290.93,58.19,232.74,1
2023-04,DRG009,Cardiology,2,Specialty,3,1038.22,207.65,830.57,3
2023-04,DRG010,Cardiology,2,Mail Order,2,418.56,83.71,334.85,2
2023-04,DRG010,Cardiology,2,Retail,1,439.4,87.88,351.52,1
2023-04,DRG010,Cardiology,2,Specialty,2,284.2,56.84,227.36,2
2023-04,DRG011,Pulmonology,2,Mail Order,3,379.84,75.97,303.87,3
2023-04,DRG011,Pulmonology,2,Retail,3,573.86,114.78,459.08,3
2023-04,DRG011,Pulmonology,2,Specialty,5,1056.0,211.2,844.8,5
2023-04,DRG012,Pulmonology,2,Mail Order,2,277.27,55.46,221.81,2
2023-04,DRG012,Pulmonology,2,Specialty,2,176.44,35.28,141.16,2
2023-04,DRG013,Dermatology,4,Mail Order,4,71273.54,32073.1,39200.44,4
2023-04,DRG013,Dermatology,4,Retail,2,35763.82,16093.72,19670.1,2
2023-04,DRG013,Dermatology,4,Specialty,3,54176.97,24379.63,29797.34,3
2023-04,DRG014,Dermatology,4,Mail Order,1,3078.1,1385.14,1692.96,1
2023-04,DRG014,Dermatology,4,Retail,2,6420.79,2889.36,3531.43,2
2023-04,DRG014,Dermatology,4,Specialty,2,6387.93,2874.57,3513.36,2
2023-04,DRG015,Neurology,4,Mail Order,5,40938.71,18422.42,22516.29,5
2023-04,DRG015,Neurology,4,Retail,3,24137.53,10861.89,13275.64,3
2023-04,DRG015,Neurology,4,Specialty,3,23475.39,10563.93,12911.46,3
2023-04,DRG016,Cardiology,1,Mail Order,6,26.44,2.64,23.8,6
2023-04,DRG016,Cardiology,1,Retail,2,9.05,0.9,8.15,2
2023-04,DRG016,Cardiology,1,Specialty,4,29.7,2.96,26.74,4
2023-04,DRG017,Cardiology,1,Mail Order,2,19.96,2.0,17.96,2
2023-04,DRG017,Cardiology,1,Retail,1,4.11,0.41,3.7,1
2023-04,DRG017,Cardiology,1,Specialty,1,7.66,0.77,6.89,1
2023-04,DRG018,Gastroenterology,1,Mail Order,1,17.21,1.72,15.49,1
2023-04,DRG018,Gastroenterology,1,Specialty,4,60.67,6.07,54.6,4
2023-04,DRG019,Gastroenterology,2,Mail Order,2,89.17,17.83,71.34,2
2023-04,DRG019,Gastroenterology,2,Retail,3,135.34,27.06,108.28,3
2023-04,DRG019,Gastroenterology,2,Specialty,2,174.49,34.9,139.59,2
2023-04,DRG020,Oncology,5,Mail Order,2,37896.84,22738.11,15158.73,2
2023-04,DRG020,Oncology,5,Retail,2,36530.02,21918.01,14612.01,2
2023-05,DRG001,Immunology,4,Mail Order,2,13121.8,5904.81,7216.99,2
2023-05,DRG001,Immunology,4,Retail,2,13122.12,5904.95,7217.17,2
2023-05,DRG001,Immunology,4,Specialty,2,13080.48,5886.21,7194.27,2
2023-05,DRG002,Immunology,4,Mail Order,2,11967.51,5385.38,6582.13,2
2023-05,DRG002,Immunology,4,Retail,3,17248.57,7761.85,9486.72,3
2023-05,DRG002,Immunology,4,Specialty,4,23220.56,10449.25,12771.31,4
2023-05,DRG003,Cardiology,1,Mail Order,2,59.03,5.9,53.13,2
2023-05,DRG003,Cardiology,1,Retail,1,23.05,2.31,20.74,1
2023-05,DRG003,Cardiology,1,Specialty,1,12.4,1.24,11.16,1
2023-05,DRG004,Cardiology,2,Mail Order,2,70.04,14.01,56.03,2
2023-05,DRG004,Cardiology,2,Retail,6,180.57,36.12,144.45,6
2023-05,DRG004,Cardiology,2,Specialty,5,216.8,43.35,173.45,5
2023-05,DRG005,Diabetes,1,Mail Order,2,19.96,2.0,17.96,2
2023-05,DRG005,Diabetes,1,Retail,3,24.54,2.46,22.08,3
2023-05,DRG006,Diabetes,3,Mail Order,5,852.91,255.87,597.04,5
2023-05,DRG006,Diabetes,3,Retail,3,616.96,185.09,431.87,3
2023-05,DRG006,Diabetes,3,Specialty,1,257.52,77.26,180.26,1
2023-05,DRG007,Diabetes,3,Mail Order,3,3437.89,1031.36,2406.53,3
2023-05,DRG007,Diabetes,3,Retail,2,4354.59,1306.38,3048.21,2
2023-05,DRG007,Diabetes,3,Specialty,1,2557.87,767.36,1790.51,1
2023-05,DRG008,Oncology,5,Mail Order,3,64317.99,38590.8,25727.19,3
2023-05,DRG008,Oncology,5,Retail,2,42871.68,25723.01,17148.67,2
2023-05,DRG008,Oncology,5,Specialty,2,44812.96,26887.77,17925.19,2
2023-05,DRG009,Cardiology,2,Mail Order,4,1177.99,235.61,942.38,4
2023-05,DRG009,Cardiology,2,Retail,1,150.47,30.09,120.38,1
2023-05,DRG009,Cardiology,2,Specialty,4,987.22,197.44,789.78,4
2023-05,DRG010,Cardiology,2,Mail Order,2,562.21,112.45,449.76,2
2023-05,DRG010,Cardiology,2,Retail,2,850.95,170.19,680.76,2
2023-05,DRG010,Cardiology,2,Specialty,2,401.01,80.2,320.81,2
2023-05,DRG011,Pulmonology,2,Mail Order,3,289.59,57.91,231.68,3
2023-05,DRG011,Pulmonology,2,Retail,1,98.72,19.74,78.98,1
2023-05,DRG011,Pulmonology,2,Specialty,2,367.71,73.54,294.17,2
2023-05,DRG012,Pulmonology,2,Mail Order,1,181.85,36.37,145.48,1
2023-05,DRG012,Pulmonology,2,Retail,2,364.83,72.96,291.87,2
2023-05,DRG012,Pulmonology,2,Specialty,5,1021.14,204.23,816.91,5
2023-05,DRG013,Dermatology,4,Mail Order,1,17265.38,7769.42,9495.96,1
2023-05,DRG013,Dermatology,4,Retail,2,35733.44,16080.05,19653.39,2
2023-05,DRG013,Dermatology,4,Specialty,1,17233.53,7755.09,9478.44,1
2023-05,DRG014,Dermatology,4,Mail Order,2,6239.35,2807.7,3431.65,2
2023-05,DRG014,Dermatology,4,Retail,2,6364.82,2864.17,3500.65,2
2023-05,DRG014,Dermatology,4,Specialty,1,3283.71,1477.67,1806.04,1
2023-05,DRG015,Neurology,4,Retail,3,24564.82,11054.18,13510.64,3
2023-05,DRG015,Neurology,4,Specialty,4,31945.79,14375.61,17570.18,4
2023-05,DRG016,Cardiology,1,Mail Order,2,17.7,1.77,15.93,2
2023-05,DRG016,Cardiology,1,Retail,3,21.01,2.09,18.92,3
2023-05,DRG016,Cardiology,1,Specialty,1,5.87,0.59,5.28,1
2023-05,DRG017,Cardiology,1,Mail Order,2,15.4,1.54,13.86,2
2023-05,DRG017,Cardiology,1,Retail,4,35.85,3.59,32.26,4
2023-05,DRG017,Cardiology,1,Specialty,1,3.84,0.38,3.46,1
2023-05,DRG018,Gastroenterology,1,Mail Order,6,77.74,7.78,69.96,6
2023-05,DRG018,Gastroenterology,1,Retail,2,24.74,2.48,22.26,2
2023-05,DRG018,Gastroenterology,1,Specialty,1,6.24,0.62,5.62,1
2023-05,DRG019,Gastroenterology,2,Mail Order,3,224.15,44.83,179.32,3
2023-05,DRG019,Gastroenterology,2,Retail,1,93.87,18.77,75.1,1
2023-05,DRG019,Gastroenterology,2,Specialty,1,45.57,9.11,36.46,1
2023-05,DRG020,Oncology,5,Mail Order,1,19391.95,11635.17,7756.78,1
2023-05,DRG020,Oncology,5,Retail,2,37481.95,22489.17,14992.78,2
2023-05,DRG020,Oncology,5,Specialty,4,74390.01,44634.0,29756.01,4
2023-06,DRG001,Immunology,4,Mail Order,2,12990.97,5845.93,7145.04,2
2023-06,DRG001,Immunology,4,Retail,1,6824.19,3070.89,3753.3,1
2023-06,DRG001,Immunology,4,Specialty,2,12979.22,5840.65,7138.57,2
2023-06,DRG002,Immunology,4,Mail Order,3,17497.5,7873.87,9623.63,3
2023-06,DRG002,Immunology,4,Retail,3,17750.73,7987.82,9762.91,3
2023-06,DRG002,Immunology,4,Specialty,2,11648.22,5241.7,6406.52,2
2023-06,DRG003,Cardiology,1,Mail Order,2,23.89,2.39,21.5,2
2023-06,DRG003,Cardiology,1,Retail,3,87.2,8.72,78.48,3
2023-06,DRG003,Cardiology,1,Specialty,2,59.37,5.94,53.43,2
2023-06,DRG004,Cardiology,2,Retail,6,235.49,47.09,188.4,6
2023-06,DRG004,Cardiology,2,Specialty,1,17.95,3.59,14.36,1
2023-06,DRG005,Diabetes,1,Mail Order,3,20.33,2.03,18.3,3
2023-06,DRG005,Diabetes,1,Retail,3,20.19,2.02,18.17,3
2023-06,DRG005,Diabetes,1,Specialty,4,40.12,4.02,36.1,4
2023-06,DRG006,Diabetes,3,Mail Order,4,835.04,250.52,584.52,4
2023-06,DRG006,Diabetes,3,Retail,3,430.85,129.26,301.59,3
2023-06,DRG006,Diabetes,3,Specialty,2,412.63,123.79,288.84,2
2023-06,DRG007,Diabetes,3,Mail Order,2,1659.31,497.8,1161.51,2
2023-06,DRG007,Diabetes,3,Retail,2,1706.8,512.05,1194.75,2
2023-06,DRG008,Oncology,5,Mail Order,3,67822.96,40693.78,27129.18,3
2023-06,DRG008,Oncology,5,Retail,2,43397.1,26038.26,17358.84,2
2023-06,DRG008,Oncology,5,Specialty,3,65971.06,39582.63,26388.43,3
2023-06,DRG009,Cardiology,2,Mail Order,4,1016.66,203.34,813.32,4
2023-06,DRG009,Cardiology,2,Specialty,3,1132.3,226.46,905.84,3
2023-06,DRG010,Cardiology,2,Mail Order,3,1155.48,231.09,924.39,3
2023-06,DRG010,Cardiology,2,Retail,2,849.76,169.96,679.8,2
2023-06,DRG010,Cardiology,2,Specialty,3,424.05,84.81,339.24,3
2023-06,DRG011,Pulmonology,2,Mail Order,2,388.53,77.71,310.82,2
2023-06,DRG011,Pulmonology,2,Retail,4,759.44,151.89,607.55,4
2023-06,DRG011,Pulmonology,2,Specialty,4,835.41,167.09,668.32,4
2023-06,DRG012,Pulmonology,2,Mail Order,3,616.27,123.25,493.02,3
2023-06,DRG012,Pulmonology,2,Retail,2,360.85,72.17,288.68,2
2023-06,DRG013,Dermatology,4,Mail Order,2,37031.17,16664.03,20367.14,2
2023-06,DRG013,Dermatology,4,Retail,7,125439.02,56447.54,68991.48,6
2023-06,DRG013,Dermatology,4,Specialty,3,52824.51,23771.03,29053.48,3
2023-06,DRG014,Dermatology,4,Mail Order,4,12486.12,5618.75,6867.37,3
2023-06,DRG014,Dermatology,4,Retail,2,6340.11,2853.05,3487.06,2
2023-06,DRG014,Dermatology,4,Specialty,1,3121.72,1404.77,1716.95,1
2023-06,DRG015,Neurology,4,Mail Order,3,24758.73,11141.44,13617.29,3
2023-06,DRG015,Neurology,4,Retail,5,40756.52,18340.42,22416.1,5
2023-06,DRG015,Neurology,4,Specialty,1,7714.58,3471.56,4243.02,1
2023-06,DRG016,Cardiology,1,Mail Order,5,33.91,3.4,30.51,5
2023-06,DRG016,Cardiology,1,Retail,2,9.14,0.91,8.23,2
2023-06,DRG016,Cardiology,1,Specialty,4,23.86,2.39,21.47,4
2023-06,DRG017,Cardiology,1,Mail Order,2,15.63,1.56,14.07,2
2023-06,DRG017,Cardiology,1,Retail,2,16.39,1.64,14.75,2
2023-06,DRG017,Cardiology,1,Specialty,3,19.67,1.96,17.71,3
2023-06,DRG018,Gastroenterology,1,Mail Order,4,47.41,4.74,42.67,4
2023-06,DRG018,Gastroenterology,1,Specialty,2,18.08,1.81,16.27,2
2023-06,DRG019,Gastroenterology,2,Mail Order,3,279.83,55.97,223.86,3
2023-06,DRG020,Oncology,5,Mail Order,2,37913.54,22748.12,15165.42,2
2023-06,DRG020,Oncology,5,Retail,2,37801.05,22680.63,15120.42,2
2023-06,DRG020,Oncology,5,Specialty,2,38848.39,23309.04,15539.35,2
2023-07,DRG001,Immunology,4,Mail Order,3,19893.48,8952.07,10941.41,3
2023-07,DRG001,Immunology,4,Retail,1,6584.33,2962.95,3621.38,1
2023-07,DRG001,Immunology,4,Specialty,4,26422.77,11890.24,14532.53,4
2023-07,DRG002,Immunology,4,Mail Order,2,11963.09,5383.39,6579.7,2
2023-07,DRG002,Immunology,4,Retail,4,23735.9,10681.15,13054.75,4
2023-07,DRG002,Immunology,4,Specialty,1,6087.47,2739.36,3348.11,1
2023-07,DRG003,Cardiology,1,Mail Order,3,96.53,9.66,86.87,3
2023-07,DRG003,Cardiology,1,Retail,2,48.43,4.84,43.59,2
2023-07,DRG004,Cardiology,2,Mail Order,3,90.8,18.16,72.64,3
2023-07,DRG004,Cardiology,2,Retail,1,35.23,7.05,28.18,1
2023-07,DRG004,Cardiology,2,Specialty,2,35.1,7.02,28.08,2
2023-07,DRG005,Diabetes,1,Mail Order,4,24.47,2.45,22.02,4
2023-07,DRG005,Diabetes,1,Retail,5,35.88,3.6,32.28,5
2023-07,DRG005,Diabetes,1,Specialty,5,44.0,4.4,39.6,5
2023-07,DRG006,Diabetes,3,Specialty,1,175.87,52.76,123.11,1
2023-07,DRG007,Diabetes,3,Mail Order,2,4156.26,1246.88,2909.38,2
2023-07,DRG007,Diabetes,3,Retail,3,5231.09,1569.32,3661.77,3
2023-07,DRG007,Diabetes,3,Specialty,4,4988.52,1496.56,3491.96,4
2023-07,DRG008,Oncology,5,Retail,5,112148.22,67288.94,44859.28,5
2023-07,DRG008,Oncology,5,Specialty,2,43660.16,26196.09,17464.07,2
2023-07,DRG009,Cardiology,2,Mail Order,2,435.94,87.18,348.76,2
2023-07,DRG009,Cardiology,2,Specialty,3,572.1,114.42,457.68,3
2023-07,DRG010,Cardiology,2,Mail Order,4,1279.71,255.94,1023.77,4
2023-07,DRG010,Cardiology,2,Retail,2,430.65,86.13,344.52,2
2023-07,DRG010,Cardiology,2,Specialty,1,289.44,57.89,231.55,1
2023-07,DRG011,Pulmonology,2,Mail Order,1,189.44,37.89,151.55,1
2023-07,DRG011,Pulmonology,2,Retail,1,96.06,19.21,76.85,1
2023-07,DRG012,Pulmonology,2,Mail Order,2,280.66,56.13,224.53,2
2023-07,DRG012,Pulmonology,2,Retail,2,542.16,108.43,433.73,2
2023-07,DRG012,Pulmonology,2,Specialty,2,451.38,90.27,361.11,2
2023-07,DRG013,Dermatology,4,Mail Order,3,53003.01,23851.35,29151.66,3
2023-07,DRG013,Dermatology,4,Retail,5,88765.82,39944.63,48821.19,5
2023-07,DRG014,Dermatology,4,Mail Order,1,3280.81,1476.36,1804.45,1
2023-07,DRG014,Dermatology,4,Retail,3,9702.53,4366.14,5336.39,3
2023-07,DRG014,Dermatology,4,Specialty,2,6328.49,2847.82,3480.67,2
2023-07,DRG015,Neurology,4,Retail,3,23769.38,10696.22,13073.16,3
2023-07,DRG016,Cardiology,1,Mail Order,2,11.63,1.16,10.47,2
2023-07,DRG016,Cardiology,1,Retail,2,14.53,1.45,13.08,2
2023-07,DRG016,Cardiology,1,Specialty,2,18.07,1.81,16.26,2
2023-07,DRG017,Cardiology,1,Mail Order,4,16.61,1.67,14.94,4
2023-07,DRG017,Cardiology,1,Specialty,1,11.79,1.18,10.61,1
2023-07,DRG018,Gastroenterology,1,Mail Order,4,36.72,3.67,33.05,4
2023-07,DRG018,Gastroenterology,1,Retail,3,35.72,3.57,32.15,3
2023-07,DRG018,Gastroenterology,1,Specialty,7,97.06,9.71,87.35,7
2023-07,DRG019,Gastroenterology,2,Retail,2,136.63,27.32,109.31,2
2023-07,DRG019,Gastroenterology,2,Specialty,3,321.31,64.26,257.05,3
2023-07,DRG020,Oncology,5,Mail Order,3,56599.05,33959.43,22639.62,3
2023-07,DRG020,Oncology,5,Retail,1,19172.84,11503.7,7669.14,1
2023-07,DRG020,Oncology,5,Specialty,1,18975.74,11385.44,7590.3,1
2023-08,DRG001,Immunology,4,Mail Order,5,31960.9,14382.4,17578.5,5
2023-08,DRG001,Immunology,4,Retail,4,25304.55,11387.04,13917.51,4
2023-08,DRG001,Immunology,4,Specialty,5,32976.23,14839.3,18136.93,5
2023-08,DRG002,Immunology,4,Retail,1,5727.13,2577.21,3149.92,1
2023-08,DRG002,Immunology,4,Specialty,2,11522.22,5185.0,6337.22,2
2023-08,DRG003,Cardiology,1,Mail Order,3,71.48,7.15,64.33,3
2023-08,DRG003,Cardiology,1,Retail,3,47.33,4.73,42.6,3
2023-08,DRG003,Cardiology,1,Specialty,1,24.99,2.5,22.49,1
2023-08,DRG004,Cardiology,2,Mail Order,5,184.31,36.86,147.45,5
2023-08,DRG004,Cardiology,2,Retail,3,106.79,21.36,85.43,3
2023-08,DRG004,Cardiology,2,Specialty,4,159.65,31.93,127.72,4
2023-08,DRG005,Diabetes,1,Mail Order,2,16.21,1.62,14.59,2
2023-08,DRG005,Diabetes,1,Retail,5,28.34,2.83,25.51,5
2023-08,DRG005,Diabetes,1,Specialty,4,32.1,3.2,28.9,4
2023-08,DRG006,Diabetes,3,Mail Order,5,862.63,258.79,603.84,5
2023-08,DRG006,Diabetes,3,Retail,1,257.26,77.18,180.08,1
2023-08,DRG006,Diabetes,3,Specialty,3,768.71,230.62,538.09,3
2023-08,DRG007,Diabetes,3,Mail Order,3,7443.97,2233.19,5210.78,3
2023-08,DRG007,Diabetes,3,Retail,5,5083.8,1525.14,3558.66,5
2023-08,DRG007,Diabetes,3,Specialty,2,4280.19,1284.05,2996.14,2
2023-08,DRG008,Oncology,5,Mail Order,3,66933.19,40159.91,26773.28,3
2023-08,DRG008,Oncology,5,Retail,2,43290.49,25974.29,17316.2,2
2023-08,DRG008,Oncology,5,Specialty,1,22754.53,13652.72,9101.81,1
2023-08,DRG009,Cardiology,2,Mail Order,3,1291.57,258.31,1033.26,3
2023-08,DRG010,Cardiology,2,Retail,3,684.52,136.9,547.62,3
2023-08,DRG010,Cardiology,2,Specialty,2,571.64,114.33,457.31,2
